SampleID,WOWOW_category,スカパー_category,TSUTAYA ディスカス_category,Netflix_category,Hulu_category,ディアボーテ HIMAWARI_category,ジュレーム_category,ラックス ルミニーク_category,ボタニスト_category,Essential_category,TSUBAKI_category,PANTENE_category,いち髪 スタイリングシリーズ_category,リーゼ スタイリングシリーズ_category,サラ スタイリングシリーズ_category,マシェリ スタイリングシリーズ_category,ハーゲンダッツ ミニカップ バニラ_category,ハーゲンダッツ ミニカップ ストロベリー_category,ハーゲンダッツ ミニカップ グリーンティー_category,ハーゲンダッツ ミニカップ チョコレートブラウニー_category,ヤクルト400_category,ジョア_category,明治プロビオヨーグルトR-1 ドリンクタイプ_category,明治プロビオヨーグルトLG21 ドリンクタイプ_category,明治ブルガリアヨーグルト ドリンクタイプ_category,恵 ガセリ菌SP株ヨーグルト ドリンクタイプ_category,ガーナ_category,meijiシリーズ_category,ポッキーシリーズ_category,キットカット_category,ダース_category,タフマン_category,リポビタンD_category,オロナミンC_category,チオビタドリンク_category,アリナミンＶ_category,レッドブル_category,ストナリニS_category,アレジオン10_category,クラリチンEX_category,パブロン鼻炎カプセルSα_category,アレグラFX_category,マキアージュ ドラマティックパウダリーUV_category,ベネフィーク ハイドロジーニアス_category,アルビオン エクラフチュール_category,コスメデコルテ モイスチュアリポソーム_category,プリマヴィスタ きれいな素肌質感パウダーファンデーション_category,アクアレーベルの化粧水_category,肌ラボの化粧水_category,キュレルの化粧水_category,インテグレート リアルフィットリキッド_category,ケイト パウダレスリキッド_category,ちふれ_category,オルビス_category,ケイト_category,タウンワーク_category,フロム・エー　ナビ_category,an_category,バイトル_category,マイナビバイト_category,LINEバイト_category,ENEOSの電力販売_category,ソフトバンクの電力販売_category,auの電力販売_category,東京ガスの電力販売_category,東急の電力販売_category,アロエステ_category,森永アロエヨーグルトシリーズ_category,明治アミノコラーゲンヨーグルトシリーズ_category,明治プロビオヨーグルトＲ－１シリーズ_category,資生堂 ザ・コラーゲンシリーズ_category,フィラデルフィア 贅沢3層仕立ての濃厚クリーミーチーズ_category,クラフト ワールドセレクト_category,雪印メグミルク スライスチーズ_category,雪印メグミルク とろけるスライス_category,雪印メグミルク こんがり焼ける とろけるスライス_category,フィラデルフィア クリームチーズ 6P_category,フィラデルフィア クリームチーズ 200g_category,明治北海道十勝贅沢スライスチーズシリーズ_category,arrows NX F-01J_category,Xperia XZ_category,Galaxy S7_category,AQUOS ZETA_category,iPhone_category,らくらくスマートフォン_category,シンプルスマホ_category,ＡＮＡの旅割_category,ＪＡＬの先得割引_category,JALパック_category,ANAスカイホリデー・ハローツアー_category,JTB_category,H.I.S._category,鹿島建設_category,清水建設_category,大成建設_category,大林組_category,竹中工務店_category,ドコモの学割_category,auの学割天国_category,ソフトバンクの学割　SUPER STUDENT_category,NTTドコモ_category,au_category,SoftBank_category,NTTドコモのはじめてスマホ割_category,auスマホはじめるプログラム_category,SoftBankのスマホデビュー割_category,アサヒ スーパードライ_category,サントリー ザ・プレミアム・モルツ_category,キリン 一番搾り生ビール_category,ヱビスビール_category,サントリー ザ・モルツ_category,キリンラガービール_category,サッポロ 生ビール黒ラベル_category,麦とホップ The gold_category,金麦_category,キリン のどごし<生>_category,クリアアサヒ_category,淡麗極上〈生〉_category,アネッサ_category,アリィー_category,スポーツ ビューティ_category,マクドナルド_category,モスバーガー_category,ケンタッキーフライドチキン_category,デニーズ_category,ガスト_category,サイゼリヤ_category,吉野家_category,すき家_category,はなまるうどん_category,丸亀製麺_category,東京海上日動_category,損保ジャパン日本興亜_category,三井住友海上_category,ソニー損保_category,イーデザイン損保_category,ピーチ・ジョン_category,Ravijour_category,２ウィーク アキュビュー_category,ワンデー アキュビュー_category,２ＷＥＥＫメニコン プレミオ_category,１ＤＡＹ メニコン プレミオ_category,Magic 1dayメニコン フラットパック_category,ヤマザキ 超芳醇_category,ヤマザキ ロイヤルブレッド_category,Pasco 超熟_category,フジパン 本仕込_category,ランチパック_category,earth music&ecology_category,ジーユー_category,しまむら_category,グローバルワーク_category,ユニクロ_category,爽健美茶_category,伊右衛門_category,生茶_category,お～いお茶_category,十六茶_category,果汁グミ_category,ピュレグミ_category,コカ・コーラ_category,コカ・コーラ ゼロ_category,ペプシ_category,三ツ矢サイダー_category,ファンタ_category,オランジーナ_category,ハニーレモンジーナ_category,キリン メッツ_category,キリン メッツ コーラ_category,C．C．レモン_category,新生銀行レイク_category,プロミス_category,アコム_category,アイフル_category,明治ヘルシーソフト オフスタイル_category,雪印ネオソフト_category,クリーミースム～ス_category,明治ぬってから焼く！チーズがこんがりソフト_category,ジムビーム_category,ジャックダニエル_category,キリン 氷結_category,-196℃_category,キリン ビターズ_category,角ハイボール_category,トリス ハイボール_category,ウメッシュ_category,酔わないウメッシュ_category,さらりとした梅酒_category,リクナビNEXT_category,マイナビ転職_category,エン転職_category,DODA_category,ビズリーチ_category,SUUMO_category,アットホーム_category,HOME'S_category,CHINTAI_category,いい部屋ネット_category,めちゃコミック_category,まんが王国_category
750016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,0,0,3,3,3,3,3,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,0,1,1,1,2,2,3,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750017,0,0,1,1,3,1,1,1,1,1,3,1,1,1,1,1,0,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,1,1,1,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,0,3,3,3,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750020,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,3,3,0,2,2,0,0,3,3,3,3,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,2,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,3,3,0,3,3,0,3,3,2,3,3,3,2,3,3,1,1,2,3,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,3,3
750022,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750023,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,3,3,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,2,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,0,1,3,0,3,3,3,2,2,2,2,2,1,1,1,1,1,3,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
750024,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,0,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
750025,3,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
750026,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,3,1,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,0,1,1,1,1,1,2,2,2,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750030,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750031,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,1,1,3,2,3,0,3,1,1,1,3,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,3,1,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3,3,3,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,0,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,3,3,3,3,3,0,0,3,0,3,0,0,3,2,3,1,1,3,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
