SampleID,Product_id,Y_Category0,Y_Category1,Y_Category2,Y_Category3,Y_Category4,Y_Category5
750460,1,0,1,0,0,0,1
750462,1,0,0,0,1,1,0
750465,1,0,1,0,0,0,1
750466,1,0,1,0,0,0,1
750468,1,0,1,0,0,0,1
750469,1,0,1,0,0,0,1
750470,1,0,1,0,0,0,1
750471,1,0,1,0,0,0,1
750472,1,0,0,0,1,1,0
750474,1,0,1,0,0,0,1
750475,1,0,0,0,1,1,0
750477,1,0,1,0,0,0,1
750479,1,0,1,0,0,0,1
750480,1,0,1,0,0,0,1
750481,1,0,0,1,0,1,0
750482,1,0,1,0,0,0,1
750483,1,0,1,0,0,0,1
750484,1,0,1,0,0,0,1
750485,1,0,1,0,0,0,1
750486,1,0,0,0,1,1,0
750487,1,0,0,0,1,1,0
750489,1,0,1,0,0,0,1
750491,1,0,1,0,0,0,1
750492,1,0,0,0,1,1,0
750497,1,0,1,0,0,0,1
750498,1,0,0,0,1,1,0
750499,1,1,0,0,0,0,1
750500,1,0,1,0,0,0,1
750503,1,0,0,0,1,1,0
750505,1,1,0,0,0,0,1
750508,1,0,1,0,0,0,1
750509,1,0,1,0,0,0,1
750511,1,0,1,0,0,0,1
750514,1,0,1,0,0,0,1
750515,1,0,1,0,0,0,1
750516,1,0,1,0,0,0,1
750517,1,0,1,0,0,0,1
750518,1,0,0,0,1,1,0
750521,1,0,1,0,0,0,1
750522,1,0,1,0,0,0,1
750523,1,0,1,0,0,0,1
750525,1,1,0,0,0,0,1
750526,1,0,1,0,0,0,1
750527,1,1,0,0,0,0,1
750528,1,0,1,0,0,0,1
750530,1,0,0,0,1,1,0
750531,1,0,1,0,0,0,1
750532,1,0,1,0,0,0,1
750533,1,0,1,0,0,0,1
750537,1,0,1,0,0,0,1
750539,1,0,0,1,0,1,0
750541,1,0,0,0,1,1,0
750542,1,0,0,0,1,1,0
750544,1,1,0,0,0,0,1
750545,1,0,0,0,1,1,0
750546,1,0,0,0,1,1,0
750547,1,0,1,0,0,0,1
750548,1,0,1,0,0,0,1
750551,1,0,1,0,0,0,1
750552,1,0,1,0,0,0,1
750554,1,0,1,0,0,0,1
750555,1,0,1,0,0,0,1
750556,1,0,0,1,0,1,0
750558,1,1,0,0,0,0,1
750559,1,0,1,0,0,0,1
750560,1,0,1,0,0,0,1
750562,1,0,1,0,0,0,1
750563,1,0,1,0,0,0,1
750564,1,0,1,0,0,0,1
750566,1,0,1,0,0,0,1
750568,1,0,1,0,0,0,1
750569,1,0,1,0,0,0,1
750571,1,0,1,0,0,0,1
750572,1,0,0,1,0,1,0
750574,1,0,1,0,0,0,1
750575,1,1,0,0,0,0,1
750576,1,0,1,0,0,0,1
750579,1,0,1,0,0,0,1
750582,1,0,1,0,0,0,1
750586,1,0,1,0,0,0,1
750589,1,0,1,0,0,0,1
750590,1,0,0,0,1,1,0
750591,1,0,1,0,0,0,1
750592,1,0,1,0,0,0,1
750593,1,0,1,0,0,0,1
750594,1,0,0,0,1,1,0
750598,1,0,1,0,0,0,1
750599,1,0,1,0,0,0,1
750600,1,0,0,1,0,1,0
750602,1,0,1,0,0,0,1
750605,1,0,1,0,0,0,1
750606,1,0,0,0,1,1,0
750609,1,0,0,0,1,1,0
750610,1,0,1,0,0,0,1
750612,1,0,0,0,1,1,0
750613,1,0,1,0,0,0,1
750617,1,0,1,0,0,0,1
750618,1,0,1,0,0,0,1
750619,1,0,0,0,1,1,0
750620,1,1,0,0,0,0,1
750621,1,0,1,0,0,0,1
750622,1,0,0,1,0,1,0
750624,1,0,1,0,0,0,1
750625,1,0,1,0,0,0,1
750626,1,0,1,0,0,0,1
750627,1,1,0,0,0,0,1
750628,1,0,1,0,0,0,1
750631,1,0,1,0,0,0,1
750633,1,0,1,0,0,0,1
750634,1,1,0,0,0,0,1
750635,1,1,0,0,0,0,1
750637,1,0,1,0,0,0,1
750640,1,0,1,0,0,0,1
750641,1,0,1,0,0,0,1
750643,1,0,1,0,0,0,1
750644,1,0,1,0,0,0,1
750645,1,0,1,0,0,0,1
750646,1,0,1,0,0,0,1
750647,1,1,0,0,0,0,1
750648,1,0,1,0,0,0,1
750649,1,0,0,0,1,1,0
750650,1,0,1,0,0,0,1
750652,1,0,0,0,1,1,0
750654,1,0,0,0,1,1,0
750655,1,0,0,1,0,1,0
750656,1,0,0,0,1,1,0
750657,1,0,0,0,1,1,0
750660,1,1,0,0,0,0,1
750661,1,0,0,1,0,1,0
750663,1,1,0,0,0,0,1
750664,1,0,0,1,0,1,0
750665,1,0,1,0,0,0,1
750666,1,0,0,0,1,1,0
750668,1,0,0,0,1,1,0
750669,1,0,1,0,0,0,1
750670,1,0,1,0,0,0,1
750671,1,0,1,0,0,0,1
750672,1,0,0,0,1,1,0
750673,1,0,1,0,0,0,1
750674,1,0,1,0,0,0,1
750675,1,0,1,0,0,0,1
750677,1,0,1,0,0,0,1
750678,1,0,1,0,0,0,1
750679,1,0,1,0,0,0,1
750680,1,0,0,0,1,1,0
750682,1,0,0,0,1,1,0
750683,1,0,1,0,0,0,1
750685,1,0,1,0,0,0,1
750686,1,0,1,0,0,0,1
750687,1,0,0,1,0,1,0
750688,1,0,1,0,0,0,1
750689,1,0,0,1,0,1,0
750691,1,0,1,0,0,0,1
750692,1,0,1,0,0,0,1
750695,1,0,1,0,0,0,1
750697,1,0,0,1,0,1,0
750698,1,0,1,0,0,0,1
750700,1,0,1,0,0,0,1
750702,1,0,0,1,0,1,0
750703,1,0,0,0,1,1,0
750706,1,0,1,0,0,0,1
750707,1,0,1,0,0,0,1
750708,1,0,1,0,0,0,1
750710,1,1,0,0,0,0,1
750711,1,0,1,0,0,0,1
750712,1,0,1,0,0,0,1
750713,1,0,1,0,0,0,1
750715,1,0,0,0,1,1,0
750717,1,0,1,0,0,0,1
750719,1,0,0,0,1,1,0
750721,1,0,1,0,0,0,1
750724,1,0,1,0,0,0,1
750725,1,0,0,0,1,1,0
750727,1,0,1,0,0,0,1
750728,1,0,0,1,0,1,0
750729,1,0,1,0,0,0,1
750730,1,1,0,0,0,0,1
750731,1,0,1,0,0,0,1
750733,1,0,1,0,0,0,1
750734,1,0,1,0,0,0,1
750735,1,0,1,0,0,0,1
750736,1,0,1,0,0,0,1
750738,1,0,1,0,0,0,1
750739,1,0,1,0,0,0,1
750740,1,0,1,0,0,0,1
750742,1,0,1,0,0,0,1
750743,1,0,1,0,0,0,1
750744,1,0,0,0,1,1,0
750745,1,0,0,1,0,1,0
750746,1,0,0,1,0,1,0
750747,1,0,1,0,0,0,1
750749,1,0,0,0,1,1,0
750750,1,0,1,0,0,0,1
750751,1,0,0,0,1,1,0
750752,1,0,0,0,1,1,0
750753,1,0,1,0,0,0,1
750754,1,0,1,0,0,0,1
750755,1,0,1,0,0,0,1
750757,1,0,0,0,1,1,0
750759,1,0,0,0,1,1,0
750761,1,0,1,0,0,0,1
750762,1,0,0,0,1,1,0
750763,1,0,1,0,0,0,1
750764,1,1,0,0,0,0,1
750765,1,0,1,0,0,0,1
750767,1,0,0,0,1,1,0
750772,1,0,1,0,0,0,1
750775,1,0,1,0,0,0,1
750776,1,0,1,0,0,0,1
750778,1,0,0,0,1,1,0
750782,1,0,1,0,0,0,1
750783,1,0,1,0,0,0,1
750785,1,0,0,0,1,1,0
750786,1,0,0,1,0,1,0
750787,1,0,0,1,0,1,0
750790,1,0,1,0,0,0,1
750791,1,1,0,0,0,0,1
750792,1,0,1,0,0,0,1
750794,1,0,1,0,0,0,1
750796,1,0,1,0,0,0,1
750797,1,0,1,0,0,0,1
750799,1,0,1,0,0,0,1
750802,1,1,0,0,0,0,1
750803,1,0,1,0,0,0,1
750804,1,0,1,0,0,0,1
750805,1,0,1,0,0,0,1
750806,1,0,1,0,0,0,1
750807,1,1,0,0,0,0,1
750808,1,1,0,0,0,0,1
750810,1,0,1,0,0,0,1
750811,1,0,1,0,0,0,1
750813,1,0,0,0,1,1,0
750814,1,0,1,0,0,0,1
750815,1,0,1,0,0,0,1
750816,1,0,1,0,0,0,1
750817,1,0,1,0,0,0,1
750818,1,0,1,0,0,0,1
750819,1,0,1,0,0,0,1
750820,1,0,1,0,0,0,1
750822,1,0,0,0,1,1,0
750824,1,0,1,0,0,0,1
750825,1,0,1,0,0,0,1
750827,1,0,0,1,0,1,0
750828,1,0,1,0,0,0,1
750831,1,0,1,0,0,0,1
750832,1,0,1,0,0,0,1
750833,1,0,1,0,0,0,1
750834,1,0,1,0,0,0,1
750836,1,0,1,0,0,0,1
750837,1,0,1,0,0,0,1
750839,1,0,1,0,0,0,1
750840,1,1,0,0,0,0,1
750842,1,1,0,0,0,0,1
750843,1,0,1,0,0,0,1
750844,1,0,0,0,1,1,0
750847,1,0,0,0,1,1,0
750848,1,0,0,0,1,1,0
750850,1,0,0,0,1,1,0
750851,1,0,1,0,0,0,1
750852,1,0,0,0,1,1,0
750854,1,1,0,0,0,0,1
750856,1,1,0,0,0,0,1
750857,1,0,1,0,0,0,1
750858,1,1,0,0,0,0,1
750859,1,0,0,0,1,1,0
750860,1,0,1,0,0,0,1
750861,1,0,0,0,1,1,0
750863,1,0,0,0,1,1,0
750865,1,0,1,0,0,0,1
750866,1,0,1,0,0,0,1
750868,1,0,0,0,1,1,0
750869,1,0,0,0,1,1,0
750871,1,0,1,0,0,0,1
750872,1,0,1,0,0,0,1
750873,1,0,0,0,1,1,0
750874,1,0,1,0,0,0,1
750875,1,1,0,0,0,0,1
750877,1,0,1,0,0,0,1
750878,1,0,0,0,1,1,0
750880,1,0,1,0,0,0,1
750881,1,1,0,0,0,0,1
750882,1,0,0,0,1,1,0
750883,1,0,0,0,1,1,0
750885,1,0,1,0,0,0,1
750886,1,0,1,0,0,0,1
750889,1,1,0,0,0,0,1
750890,1,0,1,0,0,0,1
750892,1,0,1,0,0,0,1
750893,1,0,1,0,0,0,1
750898,1,0,1,0,0,0,1
750899,1,0,1,0,0,0,1
750901,1,0,0,0,1,1,0
750902,1,0,0,0,1,1,0
750903,1,0,1,0,0,0,1
750904,1,0,1,0,0,0,1
750905,1,0,1,0,0,0,1
750906,1,0,0,0,1,1,0
750907,1,0,0,0,1,1,0
750908,1,0,1,0,0,0,1
750909,1,0,1,0,0,0,1
750910,1,0,1,0,0,0,1
750911,1,0,1,0,0,0,1
750912,1,0,0,0,1,1,0
750915,1,0,0,1,0,1,0
750917,1,1,0,0,0,0,1
750918,1,0,0,0,1,1,0
750919,1,1,0,0,0,0,1
750920,1,0,1,0,0,0,1
750921,1,0,0,0,1,1,0
750923,1,0,1,0,0,0,1
750924,1,0,0,0,1,1,0
750925,1,0,1,0,0,0,1
750926,1,0,0,0,1,1,0
750927,1,0,0,0,1,1,0
750930,1,0,0,1,0,1,0
750933,1,0,1,0,0,0,1
750934,1,0,0,0,1,1,0
750935,1,0,1,0,0,0,1
750936,1,0,0,0,1,1,0
750938,1,0,1,0,0,0,1
750940,1,0,1,0,0,0,1
750942,1,0,0,0,1,1,0
750944,1,0,0,0,1,1,0
750947,1,0,1,0,0,0,1
750948,1,0,1,0,0,0,1
750951,1,0,1,0,0,0,1
750952,1,0,1,0,0,0,1
750953,1,0,1,0,0,0,1
750954,1,0,0,1,0,1,0
750955,1,0,1,0,0,0,1
750956,1,0,1,0,0,0,1
750957,1,0,1,0,0,0,1
750958,1,0,1,0,0,0,1
750960,1,1,0,0,0,0,1
750963,1,0,1,0,0,0,1
750964,1,0,1,0,0,0,1
750965,1,0,1,0,0,0,1
750966,1,0,1,0,0,0,1
750967,1,0,1,0,0,0,1
750968,1,0,0,0,1,1,0
750969,1,0,0,0,1,1,0
750971,1,0,1,0,0,0,1
750972,1,0,0,0,1,1,0
750973,1,0,0,0,1,1,0
750974,1,0,0,0,1,1,0
750975,1,0,1,0,0,0,1
750976,1,0,0,1,0,1,0
750978,1,0,1,0,0,0,1
750979,1,1,0,0,0,0,1
750980,1,1,0,0,0,0,1
750982,1,0,1,0,0,0,1
750984,1,0,0,0,1,1,0
750985,1,0,0,1,0,1,0
750986,1,0,0,1,0,1,0
750989,1,0,1,0,0,0,1
750990,1,0,1,0,0,0,1
750991,1,0,1,0,0,0,1
750992,1,0,1,0,0,0,1
750994,1,0,1,0,0,0,1
750995,1,0,1,0,0,0,1
750997,1,0,1,0,0,0,1
750998,1,0,1,0,0,0,1
751001,1,0,1,0,0,0,1
751002,1,0,0,0,1,1,0
751003,1,0,0,0,1,1,0
751004,1,0,0,0,1,1,0
751006,1,1,0,0,0,0,1
751008,1,0,1,0,0,0,1
751009,1,0,1,0,0,0,1
751011,1,0,1,0,0,0,1
751012,1,0,1,0,0,0,1
751013,1,0,0,0,1,1,0
751014,1,0,1,0,0,0,1
751015,1,0,0,1,0,1,0
751016,1,0,0,0,1,1,0
751019,1,0,1,0,0,0,1
751022,1,0,0,0,1,1,0
751023,1,0,1,0,0,0,1
751024,1,0,0,0,1,1,0
751029,1,1,0,0,0,0,1
751030,1,0,0,0,1,1,0
751033,1,0,1,0,0,0,1
751035,1,0,0,0,1,1,0
751036,1,0,0,1,0,1,0
751039,1,1,0,0,0,0,1
751042,1,0,0,0,1,1,0
751045,1,0,1,0,0,0,1
751046,1,0,1,0,0,0,1
751048,1,0,1,0,0,0,1
751049,1,1,0,0,0,0,1
751050,1,0,0,0,1,1,0
751051,1,0,0,1,0,1,0
751052,1,0,1,0,0,0,1
751053,1,0,0,0,1,1,0
751054,1,0,1,0,0,0,1
751055,1,0,1,0,0,0,1
751056,1,0,0,0,1,1,0
751057,1,0,1,0,0,0,1
751058,1,0,1,0,0,0,1
751059,1,0,1,0,0,0,1
751060,1,0,0,1,0,1,0
751062,1,0,1,0,0,0,1
751063,1,0,1,0,0,0,1
751066,1,0,0,0,1,1,0
751071,1,0,1,0,0,0,1
751072,1,0,1,0,0,0,1
751074,1,0,1,0,0,0,1
751075,1,0,0,1,0,1,0
751076,1,0,0,0,1,1,0
751077,1,0,1,0,0,0,1
751080,1,0,1,0,0,0,1
751081,1,0,1,0,0,0,1
751083,1,0,1,0,0,0,1
751088,1,0,1,0,0,0,1
751091,1,0,1,0,0,0,1
751092,1,0,1,0,0,0,1
751093,1,0,0,1,0,1,0
751094,1,0,0,0,1,1,0
751095,1,0,1,0,0,0,1
751098,1,0,0,1,0,1,0
751099,1,0,1,0,0,0,1
751101,1,0,0,0,1,1,0
751102,1,0,1,0,0,0,1
751103,1,0,1,0,0,0,1
751104,1,0,0,1,0,1,0
751105,1,0,1,0,0,0,1
751106,1,0,1,0,0,0,1
751107,1,0,1,0,0,0,1
751109,1,0,0,0,1,1,0
751110,1,0,1,0,0,0,1
751111,1,0,1,0,0,0,1
751112,1,0,0,0,1,1,0
751113,1,0,0,0,1,1,0
751114,1,1,0,0,0,0,1
751115,1,0,0,0,1,1,0
751117,1,0,1,0,0,0,1
751123,1,1,0,0,0,0,1
751124,1,0,0,0,1,1,0
751125,1,0,0,1,0,1,0
751126,1,0,1,0,0,0,1
751128,1,0,1,0,0,0,1
751129,1,1,0,0,0,0,1
751131,1,0,1,0,0,0,1
751133,1,0,0,0,1,1,0
751135,1,0,1,0,0,0,1
751136,1,0,1,0,0,0,1
751137,1,0,1,0,0,0,1
751138,1,0,1,0,0,0,1
751140,1,1,0,0,0,0,1
751141,1,0,1,0,0,0,1
751142,1,0,1,0,0,0,1
751148,1,0,0,1,0,1,0
751149,1,0,1,0,0,0,1
751152,1,0,1,0,0,0,1
751153,1,0,1,0,0,0,1
751154,1,0,1,0,0,0,1
751155,1,1,0,0,0,0,1
751156,1,0,0,1,0,1,0
751157,1,0,1,0,0,0,1
751159,1,0,1,0,0,0,1
751161,1,0,1,0,0,0,1
751163,1,0,1,0,0,0,1
751167,1,0,0,0,1,1,0
751168,1,0,1,0,0,0,1
751170,1,0,1,0,0,0,1
751171,1,0,1,0,0,0,1
751176,1,0,1,0,0,0,1
751177,1,0,1,0,0,0,1
751178,1,0,0,0,1,1,0
751179,1,0,1,0,0,0,1
751181,1,0,0,0,1,1,0
751183,1,0,0,0,1,1,0
751184,1,0,0,0,1,1,0
751185,1,0,1,0,0,0,1
751190,1,0,1,0,0,0,1
751191,1,0,1,0,0,0,1
751192,1,0,1,0,0,0,1
751193,1,0,1,0,0,0,1
751195,1,0,0,0,1,1,0
751196,1,0,1,0,0,0,1
751197,1,0,1,0,0,0,1
751201,1,0,1,0,0,0,1
751204,1,0,1,0,0,0,1
751205,1,1,0,0,0,0,1
751206,1,0,1,0,0,0,1
751210,1,0,1,0,0,0,1
751211,1,0,1,0,0,0,1
751214,1,0,1,0,0,0,1
751216,1,0,1,0,0,0,1
751219,1,0,0,0,1,1,0
751220,1,0,0,0,1,1,0
751221,1,0,0,0,1,1,0
751222,1,0,0,0,1,1,0
751223,1,0,1,0,0,0,1
751224,1,0,1,0,0,0,1
751226,1,0,1,0,0,0,1
751227,1,0,1,0,0,0,1
751228,1,0,0,1,0,1,0
751229,1,0,1,0,0,0,1
751230,1,0,1,0,0,0,1
751232,1,0,1,0,0,0,1
751233,1,0,1,0,0,0,1
751234,1,0,1,0,0,0,1
751235,1,0,1,0,0,0,1
751236,1,0,1,0,0,0,1
751237,1,0,1,0,0,0,1
751238,1,0,1,0,0,0,1
751240,1,0,0,1,0,1,0
751241,1,0,1,0,0,0,1
751242,1,0,0,0,1,1,0
751244,1,0,0,0,1,1,0
751246,1,0,0,0,1,1,0
751247,1,1,0,0,0,0,1
751249,1,0,0,0,1,1,0
751252,1,0,1,0,0,0,1
751253,1,1,0,0,0,0,1
751254,1,0,1,0,0,0,1
751255,1,0,0,1,0,1,0
751256,1,0,1,0,0,0,1
751257,1,0,1,0,0,0,1
751258,1,0,0,1,0,1,0
751259,1,0,1,0,0,0,1
751260,1,0,0,0,1,1,0
751261,1,0,1,0,0,0,1
751263,1,0,1,0,0,0,1
751264,1,0,1,0,0,0,1
751265,1,1,0,0,0,0,1
751266,1,0,1,0,0,0,1
751269,1,0,1,0,0,0,1
751270,1,0,0,1,0,1,0
751272,1,0,0,0,1,1,0
751275,1,0,0,0,1,1,0
751276,1,0,1,0,0,0,1
751277,1,0,0,1,0,1,0
751278,1,0,1,0,0,0,1
